,UC,year,brand,model,price,mileage,Oprice
330,1,2015,BMW,X5,"$46,998","32,440 miles",76300
331,0,2018,BMW,X4,"$46,998","8,782 miles",53425
332,0,2017,BMW,X5,"$48,995","4,239 miles",78650
333,0,2016,BMW,X5,"$48,995","15,292 miles",76350
334,1,2014,BMW,X5,"$73,998","38,034 miles",60500
335,0,2017,BMW,X6,"$73,998","6,552 miles",83300
336,0,2017,BMW,X3,"$59,999","6,090 miles",44500
337,1,2015,BMW,X5,"$59,999","28,765 miles",76300
338,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
339,0,2013,BMW,X6,"$39,988","36,624 miles",65100
340,0,2017,BMW,X1,"$59,995","10,789 miles",34750
341,1,2015,BMW,X5,"$59,995","34,835 miles",76300
342,0,2011,BMW,X6,"$34,995","89,666 miles",72950
343,1,2015,BMW,X5,"$34,995","37,215 miles",76300
344,0,2008,BMW,X5,"$39,998","115,677 miles",50500
345,1,2015,BMW,X5,"$46,998","32,440 miles",76300
346,0,2018,BMW,X4,"$46,998","8,782 miles",53425
347,0,2017,BMW,X5,"$48,995","4,239 miles",78650
348,0,2016,BMW,X5,"$48,995","15,292 miles",76350
349,1,2014,BMW,X5,"$73,998","38,034 miles",60500
350,0,2017,BMW,X6,"$73,998","6,552 miles",83300
351,0,2017,BMW,X3,"$59,999","6,090 miles",44500
352,1,2015,BMW,X5,"$59,999","28,765 miles",76300
353,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
354,0,2013,BMW,X6,"$39,988","36,624 miles",65100
355,0,2017,BMW,X1,"$59,995","10,789 miles",34750
356,1,2015,BMW,X5,"$59,995","34,835 miles",76300
357,0,2011,BMW,X6,"$34,995","89,666 miles",72950
358,1,2015,BMW,X5,"$34,995","37,215 miles",76300
359,0,2008,BMW,X5,"$39,998","115,677 miles",50500
360,1,2015,BMW,X5,"$46,998","32,440 miles",76300
361,0,2018,BMW,X4,"$46,998","8,782 miles",53425
362,0,2017,BMW,X5,"$48,995","4,239 miles",78650
363,0,2016,BMW,X5,"$48,995","15,292 miles",76350
364,1,2014,BMW,X5,"$73,998","38,034 miles",60500
365,0,2017,BMW,X6,"$73,998","6,552 miles",83300
366,0,2017,BMW,X3,"$59,999","6,090 miles",44500
367,1,2015,BMW,X5,"$59,999","28,765 miles",76300
368,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
369,0,2013,BMW,X6,"$39,988","36,624 miles",65100
370,0,2017,BMW,X1,"$59,995","10,789 miles",34750
371,1,2015,BMW,X5,"$59,995","34,835 miles",76300
372,0,2011,BMW,X6,"$34,995","89,666 miles",72950
373,1,2015,BMW,X5,"$34,995","37,215 miles",76300
